eventID;occurrenceID;basisOfRecord;individualCount;organismQuantity;organismQuantityType;occurrenceStatus;scientificName;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;recordedBy;type;ownerInstitutionCode
NHighT-Sweep-4;NHighT-Sweep-4-138;Human Observation;1;1;individuals;present;Notostira elongata;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Notostira;Notostira elongata;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-139;Human Observation;1;1;individuals;present;Entomobrya nivalis;Animalia;Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;Entomobrya;Entomobrya nivalis;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-140;Human Observation;1;1;individuals;present;Empis livida;Animalia;Arthropoda;Insecta;Diptera;Empididae;Empis;Empis livida;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-141;Human Observation;4;4;individuals;present;Araneus quadratus;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Araneus;Araneus quadratus;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-142;Human Observation;1;1;individuals;present;Lycosidae;Animalia;Arthropoda;Arachnida;Araneae;Lycosidae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-143;Human Observation;2;2;individuals;present;Araneus quadratus;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Araneus;Araneus quadratus;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-144;Human Observation;5;5;individuals;present;Tetragnatha sp.;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha;;;Genus;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-145;Human Observation;3;3;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-146;Human Observation;2;2;individuals;present;Stygnocoris sabulosus;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Stygnocoris;Stygnocoris sabulosus;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-147;Human Observation;8;8;individuals;present;Conomelus sp.;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Conomelus;;;Genus;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-5;NHighT-Sweep-5-148;Human Observation;3;3;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward, Hazel & Kevin;Event;
NMidT-Sweep-1;NMidT-Sweep-1-149;Human Observation;1;1;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-1;NMidT-Sweep-1-150;Human Observation;1;1;individuals;present;ChironoMidTae;Animalia;Arthropoda;Insecta;Diptera;ChironoMidTae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-1;NMidT-Sweep-1-151;Human Observation;1;1;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward & Hazel;Event;
NMidT-Sweep-2;NMidT-Sweep-2-152;Human Observation;3;3;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-2;NMidT-Sweep-2-153;Human Observation;2;2;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-2;NMidT-Sweep-2-154;Human Observation;2;2;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-2;NMidT-Sweep-2-155;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-2;NMidT-Sweep-2-156;Human Observation;1;1;individuals;present;Tipula sp.;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-3;NMidT-Sweep-3-157;Human Observation;6;6;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-3;NMidT-Sweep-3-158;Human Observation;1;1;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-3;NMidT-Sweep-3-159;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-3;NMidT-Sweep-3-160;Human Observation;3;3;individuals;present;Coenosia sp.;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Coenosia;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-3;NMidT-Sweep-3-161;Human Observation;7;7;individuals;present;Hydrellia sp.;Animalia;Arthropoda;Insecta;Diptera;Ephydridae;Hydrellia;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-162;Human Observation;5;5;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-163;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-164;Human Observation;2;2;individuals;present;Coenosia sp.;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Coenosia;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-165;Human Observation;4;4;individuals;present;Tipula sp.;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-166;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-167;Human Observation;2;2;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-168;Human Observation;1;1;individuals;present;PentatoMidTae;Animalia;Arthropoda;Insecta;Hemiptera;PentatoMidTae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-169;Human Observation;3;3;individuals;present;Lonchoptera sp.;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae;Lonchoptera;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-170;Human Observation;1;1;individuals;present;Alticini (Tribe);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Alticini (Tribe);;;Tribe;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-171;Human Observation;1;1;individuals;present;Nymphalidae;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;;;larvae;Family;Hayward & Hazel;Event;
NMidT-Sweep-4;NMidT-Sweep-4-172;Human Observation;5;5;individuals;present;Dolichopodidae;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-173;Human Observation;1;1;individuals;present;Tipula sp.;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-174;Human Observation;1;1;individuals;present;Dolichopodidae;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-175;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-176;Human Observation;2;2;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-177;Human Observation;2;2;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-178;Human Observation;1;1;individuals;present;Coenosia sp.;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Coenosia;;;Genus;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-179;Human Observation;2;2;individuals;present;Sepsidae;Animalia;Arthropoda;Insecta;Diptera;Sepsidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-180;Human Observation;1;1;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-181;Human Observation;1;1;individuals;present;Bdellidae;Animalia;Arthropoda;Arachnida;Trombidiformes;Bdellidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-182;Human Observation;3;3;individuals;present;Agromyzidae;Animalia;Arthropoda;Insecta;Diptera;Agromyzidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-5;NMidT-Sweep-5-183;Human Observation;1;1;individuals;present;Dicyrtoma fusca;Animalia;Arthropoda;Insecta;Symphypleona;DicyrtoMidTae;Dicyrtoma;Dicyrtoma fusca;;Species;Hayward & Hazel;Event;
NMidT-Sweep-6;NMidT-Sweep-6-184;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-6;NMidT-Sweep-6-185;Human Observation;2;2;individuals;present;IsotoMidTae;Animalia;Arthropoda;Collembola;Entomobryomorpha;IsotoMidTae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-6;NMidT-Sweep-6-186;Human Observation;3;3;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Hazel;Event;
NMidT-Sweep-6;NMidT-Sweep-6-187;Human Observation;2;2;individuals;present;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;;;;larvae;Order;Hayward & Hazel;Event;
NMidT-Sweep-7;NMidT-Sweep-7-188;Human Observation;2;2;individuals;present;Tipula sp.;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;;;Genus;Hayward;Event;
NMidT-Sweep-7;NMidT-Sweep-7-189;Human Observation;1;1;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward;Event;
NMidT-Sweep-7;NMidT-Sweep-7-190;Human Observation;7;7;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward;Event;
NMidT-Sweep-7;NMidT-Sweep-7-191;Human Observation;2;2;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward;Event;
NMidT-Sweep-8;NMidT-Sweep-8-192;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Hayward;Event;
